12347,0.0646277457125198
12348,0
12349,0
12352,-1
12356,0
12357,0
12358,1
12359,-0.221773474343627
12360,1
12362,0.214909324435318
12363,0
12364,-0.333465729912874
12367,0
12370,0
12371,0
12372,0
12374,0
12375,-0.760852993813144
12378,0
12379,0.0625405183342557
12380,0.431315016269138
12381,-0.786505712105509
12383,0
12384,0.184715754087214
12388,-0.915285299261807
12390,0
12391,0
12393,0
12394,0
12395,0.839282224283837
12397,-1
12398,0
12399,1
12403,0
12405,0
12406,0.196224612416571
12407,-1
12408,0.749991737902969
12409,-0.384404774683717
12412,-0.874769684467449
12413,0
12415,-0.363710423908873
12417,-0.488502857595627
12418,0
12420,0
12421,-0.95434493495221
12422,-1
12423,0.373497854741798
12424,0
12425,0
12427,-1
12428,-0.993819365327649
12429,-1
12430,0
12431,0.409485105701201
12432,-1
12433,0.372935899301473
12434,0
12435,0
12436,0
12437,0.0952348677749833
12438,1
12442,0
12444,-0.67112105430299
12445,0
12446,0
12448,0
12449,0.861684889212475
12450,-1
12451,-0.242295973813945
12452,0
12453,0
12454,0
12455,0.0345982701740395
12456,-0.11344884902938
12457,0.00580321154681338
12458,0
12461,-1
12462,-1
12463,-1
12464,0.990915222772691
12465,-0.833660043153217
12468,-1
12471,0.693942285078363
12472,-0.360429726534055
12473,0.0232330301320408
12474,0.635461783520931
12475,0
12476,0.163106963809058
12477,-0.309276780923863
12478,0
12479,-1
12480,1
12481,-0.433762676250307
12483,0.609484977767965
12484,-0.548842909307895
12488,-0.0489687769594406
12490,0.457882204171813
12491,0
12492,1
12493,0
12494,0.151481282363277
12497,0
12498,-1
12500,0.569770053490513
12502,1
12504,0
12507,0
12508,0
12510,0
12512,0
12513,-1
12516,1
12517,-0.705983994236063
12518,0.00681646873583345
12519,0
12520,1
12521,0
12522,0
12523,-0.373683143584457
12524,0.344931241605096
12526,-0.947408326797248
12527,0
12528,0.693165979717636
12530,1
12531,0
12532,0
12534,0
12535,-1
12536,-1
12538,0
12539,0
12540,0.495211412959857
12541,1
12544,0
12545,0
12546,-1
12548,0
12550,0
12552,-1
12553,0.250796884871634
12556,-1
12557,-1
12558,0
12560,-0.195607039521421
12562,0.373655542514137
12566,0
12567,-0.327735363038015
12569,0.872055577834462
12571,1
12572,-1
12576,0.974411104016545
12577,0
12578,0
12579,0
12581,0
12583,0.43202826402823
12584,0.356994298039999
12586,0
12587,0
12588,0
12589,1
12590,0
12592,0
12593,0
12594,0.170280255738402
12596,0
12597,-0.0752714950822687
12598,0.898164282111049
12599,0.58966993817678
12600,0.440125123402338
12601,0
12602,0
12603,0
12604,0
12607,0
12609,-1
12610,-0.999425978787458
12611,0
12612,-1
12613,-1
12615,-0.555743775559393
12616,0
12617,0
12618,0
12619,0.590411217382943
12620,1
12621,0.135495919758256
12624,1
12626,-0.211489022822156
12627,-0.218495152186056
12628,-0.890115498719717
12630,-1
12631,0
12633,0.858791771988324
12635,1
12637,0.0733616811777089
12638,0
12640,-1
12641,0
12642,-0.325280571975402
12643,1
12644,0
12645,0.104848030389178
12646,-1
12647,0.250199782575905
12648,0
12649,0
12650,0
12653,0
12654,0
12656,-0.825618306830385
12657,0.103773420623362
12658,0
12659,0
12660,0
12662,-0.503523996661979
12664,0.586718999111476
12667,0
12668,-1
12669,0
12670,1
12673,0
12674,0.90903372826518
12676,0.869117415482218
12678,0.605839908960568
12679,1
12680,-0.995604371991526
12681,0.547802078159568
12682,0.18902646681372
12683,-0.22111612363706
12684,-0.563243887432706
12685,-0.922327454524831
12688,0
12689,1
12691,0.426222828075086
12693,0
12694,-1
12695,-0.999917499212964
12697,-0.412718319350906
12700,0.697800791588342
12701,0
12702,0
12703,-1
12704,-0.0139773039509207
12705,0.644748862068454
12708,-0.172601548818439
12709,-0.440317313705904
