1,328
2,296
3,265
4,265
5,278
6,306
7,411
8,287
9,231
10,209
11,185
12,227
13,244
14,358
15,224
16,183
17,167
18,148
19,176
20,201
21,296
22,179
23,136
24,125
25,135
26,127
27,139
28,223
29,147
30,132
31,127
32,107
33,111
34,131
35,174
36,128
37,107
38,97
39,115
40,103
41,112
42,160
43,114
44,87
45,90
46,84
47,56
48,95
49,124
50,81
51,75
52,59
53,55
54,69
55,75
56,95
57,51
58,54
59,47
60,63
61,46
62,62
63,83
64,55
65,40
66,47
67,40
68,43
69,47
70,61
71,40
72,36
73,46
74,32
75,32
76,41
77,46
78,35
79,29
80,23
81,34
82,36
83,42
84,50
85,35
86,21
87,26
88,21
89,22
90,29
91,45
92,28
93,23
94,18
95,29
96,22
97,28
98,33
99,27
100,21
101,26
102,17
103,26
104,24
105,32
106,25
107,25
108,25
109,20
110,19
111,16
112,37
113,18
114,20
115,14
116,19
117,14
118,13
119,28
120,17
121,14
122,9
123,13
124,17
125,21
126,28
127,16
128,8
129,12
130,15
131,9
132,13
133,20
134,13
135,12
136,9
137,9
138,12
139,16
140,15
141,10
142,11
143,8
144,8
145,7
146,10
147,12
148,10
149,7
150,5
151,12
152,14
153,8
154,16
155,9
156,4
157,5
158,11
159,9
160,14
161,10
162,5
163,13
164,4
165,8
166,11
167,8
168,5
169,5
170,6
171,5
172,5
173,10
174,8
175,10
176,4
177,4
178,8
179,6
180,6
181,5
182,9
183,3
184,7
185,4
186,9
187,5
188,6
189,7
190,5
191,4
192,7
193,5
194,6
195,6
196,3
197,7
198,1
199,3
200,7
201,5
202,5
203,6
204,7
205,4
206,3
207,2
208,5
209,2
210,7
211,5
212,1
213,6
214,4
215,2
216,6
217,2
218,2
219,3
220,2
221,3
222,1
223,6
224,8
225,7
226,3
227,1
228,3
229,3
230,2
231,3
232,3
233,2
234,3
235,1
236,3
237,4
238,6
239,1
240,3
241,1
242,4
243,4
244,1
245,6
246,1
247,3
248,4
250,4
251,4
252,5
253,2
254,1
255,2
257,2
258,5
259,3
260,3
262,1
264,1
265,1
266,3
267,2
270,1
271,2
272,2
273,3
274,1
275,1
276,3
277,3
279,2
280,1
281,3
283,1
285,3
286,1
287,1
289,3
290,2
291,1
292,2
293,1
294,2
295,1
297,2
298,1
300,1
301,2
302,1
305,2
306,5
308,1
309,2
310,1
311,1
313,1
315,4
316,1
317,1
318,1
319,2
320,1
321,1
322,1
324,2
325,1
326,2
327,1
329,1
330,2
332,1
333,1
335,2
337,1
338,2
339,1
340,2
341,1
342,2
344,1
347,1
349,3
350,3
351,2
352,1
355,2
356,2
357,2
363,1
364,1
365,1
366,1
